timestamp,hour,day,month,year,day_of_week,is_rush_hour,is_weekend
2025-12-09 19:00:00,19,9,12,2025,Tuesday,True,False
2025-12-09 20:00:00,20,9,12,2025,Tuesday,False,False
2025-12-09 21:00:00,21,9,12,2025,Tuesday,False,False
2025-12-09 22:00:00,22,9,12,2025,Tuesday,False,False
2025-12-09 23:00:00,23,9,12,2025,Tuesday,False,False
2025-12-10 00:00:00,0,10,12,2025,Wednesday,False,False
2025-12-10 01:00:00,1,10,12,2025,Wednesday,False,False
2025-12-10 02:00:00,2,10,12,2025,Wednesday,False,False
2025-12-10 03:00:00,3,10,12,2025,Wednesday,False,False
2025-12-10 04:00:00,4,10,12,2025,Wednesday,False,False
2025-12-10 05:00:00,5,10,12,2025,Wednesday,False,False
2025-12-10 06:00:00,6,10,12,2025,Wednesday,False,False
2025-12-10 07:00:00,7,10,12,2025,Wednesday,True,False
2025-12-10 08:00:00,8,10,12,2025,Wednesday,True,False
2025-12-10 09:00:00,9,10,12,2025,Wednesday,True,False
2025-12-10 10:00:00,10,10,12,2025,Wednesday,False,False
2025-12-10 11:00:00,11,10,12,2025,Wednesday,False,False
2025-12-10 12:00:00,12,10,12,2025,Wednesday,False,False
2025-12-10 13:00:00,13,10,12,2025,Wednesday,False,False
2025-12-10 14:00:00,14,10,12,2025,Wednesday,False,False
2025-12-10 15:00:00,15,10,12,2025,Wednesday,False,False
2025-12-10 16:00:00,16,10,12,2025,Wednesday,False,False
2025-12-10 17:00:00,17,10,12,2025,Wednesday,True,False
2025-12-10 18:00:00,18,10,12,2025,Wednesday,True,False
2025-12-10 19:00:00,19,10,12,2025,Wednesday,True,False
2025-12-10 20:00:00,20,10,12,2025,Wednesday,False,False
2025-12-10 21:00:00,21,10,12,2025,Wednesday,False,False
2025-12-10 22:00:00,22,10,12,2025,Wednesday,False,False
2025-12-10 23:00:00,23,10,12,2025,Wednesday,False,False
2025-12-11 00:00:00,0,11,12,2025,Thursday,False,False
2025-12-11 01:00:00,1,11,12,2025,Thursday,False,False
2025-12-11 02:00:00,2,11,12,2025,Thursday,False,False
2025-12-11 03:00:00,3,11,12,2025,Thursday,False,False
2025-12-11 04:00:00,4,11,12,2025,Thursday,False,False
2025-12-11 05:00:00,5,11,12,2025,Thursday,False,False
2025-12-11 06:00:00,6,11,12,2025,Thursday,False,False
2025-12-11 07:00:00,7,11,12,2025,Thursday,True,False
2025-12-11 08:00:00,8,11,12,2025,Thursday,True,False
2025-12-11 09:00:00,9,11,12,2025,Thursday,True,False
2025-12-11 10:00:00,10,11,12,2025,Thursday,False,False
2025-12-11 11:00:00,11,11,12,2025,Thursday,False,False
2025-12-11 12:00:00,12,11,12,2025,Thursday,False,False
2025-12-11 13:00:00,13,11,12,2025,Thursday,False,False
2025-12-11 14:00:00,14,11,12,2025,Thursday,False,False
2025-12-11 15:00:00,15,11,12,2025,Thursday,False,False
2025-12-11 16:00:00,16,11,12,2025,Thursday,False,False
2025-12-11 17:00:00,17,11,12,2025,Thursday,True,False
2025-12-11 18:00:00,18,11,12,2025,Thursday,True,False
2025-12-11 19:00:00,19,11,12,2025,Thursday,True,False
2025-12-11 20:00:00,20,11,12,2025,Thursday,False,False
2025-12-11 21:00:00,21,11,12,2025,Thursday,False,False
2025-12-11 22:00:00,22,11,12,2025,Thursday,False,False
2025-12-11 23:00:00,23,11,12,2025,Thursday,False,False
2025-12-12 00:00:00,0,12,12,2025,Friday,False,False
2025-12-12 01:00:00,1,12,12,2025,Friday,False,False
2025-12-12 02:00:00,2,12,12,2025,Friday,False,False
2025-12-12 03:00:00,3,12,12,2025,Friday,False,False
2025-12-12 04:00:00,4,12,12,2025,Friday,False,False
2025-12-12 05:00:00,5,12,12,2025,Friday,False,False
2025-12-12 06:00:00,6,12,12,2025,Friday,False,False
2025-12-12 07:00:00,7,12,12,2025,Friday,True,False
2025-12-12 08:00:00,8,12,12,2025,Friday,True,False
2025-12-12 09:00:00,9,12,12,2025,Friday,True,False
2025-12-12 10:00:00,10,12,12,2025,Friday,False,False
2025-12-12 11:00:00,11,12,12,2025,Friday,False,False
2025-12-12 12:00:00,12,12,12,2025,Friday,False,False
2025-12-12 13:00:00,13,12,12,2025,Friday,False,False
2025-12-12 14:00:00,14,12,12,2025,Friday,False,False
2025-12-12 15:00:00,15,12,12,2025,Friday,False,False
2025-12-12 16:00:00,16,12,12,2025,Friday,False,False
2025-12-12 17:00:00,17,12,12,2025,Friday,True,False
2025-12-12 18:00:00,18,12,12,2025,Friday,True,False
2025-12-12 19:00:00,19,12,12,2025,Friday,True,False
2025-12-12 20:00:00,20,12,12,2025,Friday,False,False
2025-12-12 21:00:00,21,12,12,2025,Friday,False,False
2025-12-12 22:00:00,22,12,12,2025,Friday,False,False
2025-12-12 23:00:00,23,12,12,2025,Friday,False,False
2025-12-13 00:00:00,0,13,12,2025,Saturday,False,True
2025-12-13 01:00:00,1,13,12,2025,Saturday,False,True
2025-12-13 02:00:00,2,13,12,2025,Saturday,False,True
2025-12-13 03:00:00,3,13,12,2025,Saturday,False,True
2025-12-13 04:00:00,4,13,12,2025,Saturday,False,True
2025-12-13 05:00:00,5,13,12,2025,Saturday,False,True
2025-12-13 06:00:00,6,13,12,2025,Saturday,False,True
2025-12-13 07:00:00,7,13,12,2025,Saturday,True,True
2025-12-13 08:00:00,8,13,12,2025,Saturday,True,True
2025-12-13 09:00:00,9,13,12,2025,Saturday,True,True
2025-12-13 10:00:00,10,13,12,2025,Saturday,False,True
2025-12-13 11:00:00,11,13,12,2025,Saturday,False,True
2025-12-13 12:00:00,12,13,12,2025,Saturday,False,True
2025-12-13 13:00:00,13,13,12,2025,Saturday,False,True
2025-12-13 14:00:00,14,13,12,2025,Saturday,False,True
2025-12-13 15:00:00,15,13,12,2025,Saturday,False,True
2025-12-13 16:00:00,16,13,12,2025,Saturday,False,True
2025-12-13 17:00:00,17,13,12,2025,Saturday,True,True
2025-12-13 18:00:00,18,13,12,2025,Saturday,True,True
2025-12-13 19:00:00,19,13,12,2025,Saturday,True,True
2025-12-13 20:00:00,20,13,12,2025,Saturday,False,True
2025-12-13 21:00:00,21,13,12,2025,Saturday,False,True
2025-12-13 22:00:00,22,13,12,2025,Saturday,False,True
2025-12-13 23:00:00,23,13,12,2025,Saturday,False,True
2025-12-14 00:00:00,0,14,12,2025,Sunday,False,True
2025-12-14 01:00:00,1,14,12,2025,Sunday,False,True
2025-12-14 02:00:00,2,14,12,2025,Sunday,False,True
2025-12-14 03:00:00,3,14,12,2025,Sunday,False,True
2025-12-14 04:00:00,4,14,12,2025,Sunday,False,True
2025-12-14 05:00:00,5,14,12,2025,Sunday,False,True
2025-12-14 06:00:00,6,14,12,2025,Sunday,False,True
2025-12-14 07:00:00,7,14,12,2025,Sunday,True,True
2025-12-14 08:00:00,8,14,12,2025,Sunday,True,True
2025-12-14 09:00:00,9,14,12,2025,Sunday,True,True
2025-12-14 10:00:00,10,14,12,2025,Sunday,False,True
2025-12-14 11:00:00,11,14,12,2025,Sunday,False,True
2025-12-14 12:00:00,12,14,12,2025,Sunday,False,True
2025-12-14 13:00:00,13,14,12,2025,Sunday,False,True
2025-12-14 14:00:00,14,14,12,2025,Sunday,False,True
2025-12-14 15:00:00,15,14,12,2025,Sunday,False,True
2025-12-14 16:00:00,16,14,12,2025,Sunday,False,True
2025-12-14 17:00:00,17,14,12,2025,Sunday,True,True
2025-12-14 18:00:00,18,14,12,2025,Sunday,True,True
2025-12-14 19:00:00,19,14,12,2025,Sunday,True,True
2025-12-14 20:00:00,20,14,12,2025,Sunday,False,True
2025-12-14 21:00:00,21,14,12,2025,Sunday,False,True
2025-12-14 22:00:00,22,14,12,2025,Sunday,False,True
2025-12-14 23:00:00,23,14,12,2025,Sunday,False,True
2025-12-15 00:00:00,0,15,12,2025,Monday,False,False
2025-12-15 01:00:00,1,15,12,2025,Monday,False,False
2025-12-15 02:00:00,2,15,12,2025,Monday,False,False
2025-12-15 03:00:00,3,15,12,2025,Monday,False,False
2025-12-15 04:00:00,4,15,12,2025,Monday,False,False
2025-12-15 05:00:00,5,15,12,2025,Monday,False,False
2025-12-15 06:00:00,6,15,12,2025,Monday,False,False
2025-12-15 07:00:00,7,15,12,2025,Monday,True,False
2025-12-15 08:00:00,8,15,12,2025,Monday,True,False
2025-12-15 09:00:00,9,15,12,2025,Monday,True,False
2025-12-15 10:00:00,10,15,12,2025,Monday,False,False
2025-12-15 11:00:00,11,15,12,2025,Monday,False,False
2025-12-15 12:00:00,12,15,12,2025,Monday,False,False
2025-12-15 13:00:00,13,15,12,2025,Monday,False,False
2025-12-15 14:00:00,14,15,12,2025,Monday,False,False
2025-12-15 15:00:00,15,15,12,2025,Monday,False,False
2025-12-15 16:00:00,16,15,12,2025,Monday,False,False
2025-12-15 17:00:00,17,15,12,2025,Monday,True,False
2025-12-15 18:00:00,18,15,12,2025,Monday,True,False
2025-12-15 19:00:00,19,15,12,2025,Monday,True,False
2025-12-15 20:00:00,20,15,12,2025,Monday,False,False
2025-12-15 21:00:00,21,15,12,2025,Monday,False,False
2025-12-15 22:00:00,22,15,12,2025,Monday,False,False
2025-12-15 23:00:00,23,15,12,2025,Monday,False,False
2025-12-16 00:00:00,0,16,12,2025,Tuesday,False,False
2025-12-16 01:00:00,1,16,12,2025,Tuesday,False,False
2025-12-16 02:00:00,2,16,12,2025,Tuesday,False,False
2025-12-16 03:00:00,3,16,12,2025,Tuesday,False,False
2025-12-16 04:00:00,4,16,12,2025,Tuesday,False,False
2025-12-16 05:00:00,5,16,12,2025,Tuesday,False,False
2025-12-16 06:00:00,6,16,12,2025,Tuesday,False,False
2025-12-16 07:00:00,7,16,12,2025,Tuesday,True,False
2025-12-16 08:00:00,8,16,12,2025,Tuesday,True,False
2025-12-16 09:00:00,9,16,12,2025,Tuesday,True,False
2025-12-16 10:00:00,10,16,12,2025,Tuesday,False,False
2025-12-16 11:00:00,11,16,12,2025,Tuesday,False,False
2025-12-16 12:00:00,12,16,12,2025,Tuesday,False,False
2025-12-16 13:00:00,13,16,12,2025,Tuesday,False,False
2025-12-16 14:00:00,14,16,12,2025,Tuesday,False,False
2025-12-16 15:00:00,15,16,12,2025,Tuesday,False,False
2025-12-16 16:00:00,16,16,12,2025,Tuesday,False,False
2025-12-16 17:00:00,17,16,12,2025,Tuesday,True,False
2025-12-16 18:00:00,18,16,12,2025,Tuesday,True,False
2025-12-16 19:00:00,19,16,12,2025,Tuesday,True,False
2025-12-16 20:00:00,20,16,12,2025,Tuesday,False,False
2025-12-16 21:00:00,21,16,12,2025,Tuesday,False,False
2025-12-16 22:00:00,22,16,12,2025,Tuesday,False,False
2025-12-16 23:00:00,23,16,12,2025,Tuesday,False,False
2025-12-17 00:00:00,0,17,12,2025,Wednesday,False,False
2025-12-17 01:00:00,1,17,12,2025,Wednesday,False,False
2025-12-17 02:00:00,2,17,12,2025,Wednesday,False,False
2025-12-17 03:00:00,3,17,12,2025,Wednesday,False,False
2025-12-17 04:00:00,4,17,12,2025,Wednesday,False,False
2025-12-17 05:00:00,5,17,12,2025,Wednesday,False,False
2025-12-17 06:00:00,6,17,12,2025,Wednesday,False,False
2025-12-17 07:00:00,7,17,12,2025,Wednesday,True,False
2025-12-17 08:00:00,8,17,12,2025,Wednesday,True,False
2025-12-17 09:00:00,9,17,12,2025,Wednesday,True,False
2025-12-17 10:00:00,10,17,12,2025,Wednesday,False,False
2025-12-17 11:00:00,11,17,12,2025,Wednesday,False,False
2025-12-17 12:00:00,12,17,12,2025,Wednesday,False,False
2025-12-17 13:00:00,13,17,12,2025,Wednesday,False,False
2025-12-17 14:00:00,14,17,12,2025,Wednesday,False,False
2025-12-17 15:00:00,15,17,12,2025,Wednesday,False,False
2025-12-17 16:00:00,16,17,12,2025,Wednesday,False,False
2025-12-17 17:00:00,17,17,12,2025,Wednesday,True,False
2025-12-17 18:00:00,18,17,12,2025,Wednesday,True,False
2025-12-17 19:00:00,19,17,12,2025,Wednesday,True,False
2025-12-17 20:00:00,20,17,12,2025,Wednesday,False,False
2025-12-17 21:00:00,21,17,12,2025,Wednesday,False,False
2025-12-17 22:00:00,22,17,12,2025,Wednesday,False,False
2025-12-17 23:00:00,23,17,12,2025,Wednesday,False,False
2025-12-18 00:00:00,0,18,12,2025,Thursday,False,False
2025-12-18 01:00:00,1,18,12,2025,Thursday,False,False
2025-12-18 02:00:00,2,18,12,2025,Thursday,False,False
2025-12-18 03:00:00,3,18,12,2025,Thursday,False,False
2025-12-18 04:00:00,4,18,12,2025,Thursday,False,False
2025-12-18 05:00:00,5,18,12,2025,Thursday,False,False
2025-12-18 06:00:00,6,18,12,2025,Thursday,False,False
2025-12-18 07:00:00,7,18,12,2025,Thursday,True,False
2025-12-18 08:00:00,8,18,12,2025,Thursday,True,False
2025-12-18 09:00:00,9,18,12,2025,Thursday,True,False
2025-12-18 10:00:00,10,18,12,2025,Thursday,False,False
2025-12-18 11:00:00,11,18,12,2025,Thursday,False,False
2025-12-18 12:00:00,12,18,12,2025,Thursday,False,False
2025-12-18 13:00:00,13,18,12,2025,Thursday,False,False
2025-12-18 14:00:00,14,18,12,2025,Thursday,False,False
2025-12-18 15:00:00,15,18,12,2025,Thursday,False,False
2025-12-18 16:00:00,16,18,12,2025,Thursday,False,False
2025-12-18 17:00:00,17,18,12,2025,Thursday,True,False
2025-12-18 18:00:00,18,18,12,2025,Thursday,True,False
2025-12-18 19:00:00,19,18,12,2025,Thursday,True,False
2025-12-18 20:00:00,20,18,12,2025,Thursday,False,False
2025-12-18 21:00:00,21,18,12,2025,Thursday,False,False
2025-12-18 22:00:00,22,18,12,2025,Thursday,False,False
2025-12-18 23:00:00,23,18,12,2025,Thursday,False,False
2025-12-19 00:00:00,0,19,12,2025,Friday,False,False
2025-12-19 01:00:00,1,19,12,2025,Friday,False,False
2025-12-19 02:00:00,2,19,12,2025,Friday,False,False
2025-12-19 03:00:00,3,19,12,2025,Friday,False,False
2025-12-19 04:00:00,4,19,12,2025,Friday,False,False
2025-12-19 05:00:00,5,19,12,2025,Friday,False,False
2025-12-19 06:00:00,6,19,12,2025,Friday,False,False
2025-12-19 07:00:00,7,19,12,2025,Friday,True,False
2025-12-19 08:00:00,8,19,12,2025,Friday,True,False
2025-12-19 09:00:00,9,19,12,2025,Friday,True,False
2025-12-19 10:00:00,10,19,12,2025,Friday,False,False
2025-12-19 11:00:00,11,19,12,2025,Friday,False,False
2025-12-19 12:00:00,12,19,12,2025,Friday,False,False
2025-12-19 13:00:00,13,19,12,2025,Friday,False,False
2025-12-19 14:00:00,14,19,12,2025,Friday,False,False
2025-12-19 15:00:00,15,19,12,2025,Friday,False,False
